Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,2054.49,безналичный,Могилев,БелАгропромбанк-JPHQ-704,01-01-2008,05:50:25,недостаточно средств,да,22.95
юр. лицо,списание средств,836.92,безналичный,Гомель,Беларусбанк-ZYEJ-123,24-11-2010,19:23:38,успешно,да,42.52
юр. лицо,списание средств,3367.46,безналичный,Минск,БелАгропромбанк-CIPO-561,14-07-2010,18:56:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3715.97,наличный,Минск,Белинвестбанк-DLWS-904,27-02-2014,04:41:05,успешно,нет,0.0
юр. лицо,списание средств,4280.43,наличный,Витебск,БелАгропромбанк-FYBX-115,20-04-2004,20:31:39,недостаточно средств,да,311.69
физ. лицо,списание средств,2421.41,наличный,Брест,МаксБанк-ZQAG-558,22-04-2021,13:19:48,неправильный ввод пин-кода,да,80.31
юр. лицо,получение средств,3803.07,безналичный,Гродно,БелАгропромбанк-ISSO-332,22-08-2018,22:59:37,успешно,нет,0.0
физ. лицо,списание средств,4120.29,безналичный,Гродно,Белинвестбанк-IHXN-288,22-02-2004,04:44:51,недостаточно средств,да,405.82
юр. лицо,списание средств,3505.85,безналичный,Витебск,Приорбанк-WYQH-921,13-08-2014,01:22:21,неправильный ввод пин-кода,да,320.7
юр. лицо,получение средств,4240.79,безналичный,Гомель,Приорбанк-MALJ-095,19-03-2015,14:25:21,успешно,нет,0.0
юр. лицо,получение средств,594.15,безналичный,Гомель,Приорбанк-DOVZ-974,03-05-2011,22:09:59,успешно,нет,0.0
физ. лицо,получение средств,4207.97,безналичный,Минск,Белинвестбанк-PPTL-646,27-03-2007,10:16:55,успешно,нет,0.0
юр. лицо,получение средств,1559.35,наличный,Могилев,БелАгропромбанк-MQEE-649,04-07-2022,13:56:13,успешно,нет,0.0
юр. лицо,получение средств,1868.49,безналичный,Могилев,БелАгропромбанк-RGHM-511,25-07-2012,01:57:03,успешно,нет,0.0
физ. лицо,списание средств,3885.38,безналичный,Могилев,Белинвестбанк-AVRB-206,02-03-2000,10:26:44,успешно,нет,0.0
юр. лицо,получение средств,3924.8,безналичный,Гомель,БелАгропромбанк-HOXT-745,20-03-2024,23:28:20,успешно,нет,0.0
юр. лицо,списание средств,2663.45,наличный,Витебск,МаксБанк-JLDB-269,01-01-2016,21:52:59,успешно,нет,0.0
физ. лицо,получение средств,2281.68,безналичный,Гродно,Беларусбанк-HMDR-828,15-07-2000,23:54:31,успешно,нет,0.0
юр. лицо,списание средств,679.61,наличный,Минск,БелАгропромбанк-AFQL-846,15-04-2024,07:45:35,успешно,да,33.58
юр. лицо,списание средств,1980.66,безналичный,Могилев,БелАгропромбанк-ANBV-797,02-06-2019,00:43:10,успешно,да,98.53
физ. лицо,получение средств,3784.21,безналичный,Гродно,Приорбанк-CZBW-064,13-01-2010,02:44:38,успешно,нет,0.0
физ. лицо,получение средств,2412.89,наличный,Гродно,БелАгропромбанк-TZTK-818,20-06-2022,17:27:20,успешно,нет,0.0
юр. лицо,списание средств,3744.65,наличный,Гомель,Беларусбанк-KTNK-865,19-09-2021,18:51:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1180.01,наличный,Гомель,МаксБанк-VIXU-619,14-02-2018,07:40:10,успешно,нет,0.0
юр. лицо,списание средств,2154.76,безналичный,Гродно,Белинвестбанк-MIYL-860,15-02-2018,22:41:37,успешно,нет,0.0
юр. лицо,списание средств,815.88,наличный,Брест,Приорбанк-HBQL-671,20-02-2007,08:24:16,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4812.94,безналичный,Гомель,Беларусбанк-EXQF-392,08-04-2019,21:11:31,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4951.76,наличный,Витебск,МаксБанк-ODBT-911,02-06-2019,05:43:13,успешно,нет,0.0
физ. лицо,получение средств,3201.28,наличный,Могилев,МаксБанк-JSYA-179,11-07-2015,08:31:41,успешно,нет,0.0
физ. лицо,получение средств,2557.18,безналичный,Гродно,Приорбанк-TDGW-520,10-08-2023,06:39:42,успешно,нет,0.0
юр. лицо,получение средств,549.61,безналичный,Гомель,Белинвестбанк-UWYX-227,11-06-2016,04:15:07,успешно,нет,0.0
физ. лицо,списание средств,572.94,безналичный,Брест,Беларусбанк-SOIT-273,21-12-2001,12:38:56,успешно,да,15.4
юр. лицо,списание средств,3323.48,наличный,Могилев,МаксБанк-UMPU-886,08-08-2014,05:05:19,успешно,да,62.13
юр. лицо,списание средств,4989.88,наличный,Гродно,БелАгропромбанк-ZCDN-342,08-08-2014,00:55:03,успешно,да,240.2
юр. лицо,получение средств,4624.7,безналичный,Могилев,Белинвестбанк-FFQS-470,23-01-2005,11:39:39,успешно,нет,0.0
физ. лицо,списание средств,1420.44,наличный,Брест,Белинвестбанк-QIYF-449,22-07-2003,12:21:45,недостаточно средств,нет,0.0
физ. лицо,получение средств,1255.4,наличный,Гродно,МаксБанк-LFPJ-041,12-07-2002,02:07:09,успешно,нет,0.0
физ. лицо,списание средств,734.8,наличный,Гомель,Приорбанк-NRNT-420,18-12-2022,23:13:36,успешно,да,22.64
юр. лицо,списание средств,4563.67,наличный,Гомель,Белинвестбанк-DKXD-440,18-04-2005,08:21:58,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4181.13,наличный,Минск,МаксБанк-NJJT-698,14-04-2007,06:17:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,914.1,наличный,Минск,МаксБанк-NULS-405,13-06-2006,19:45:31,успешно,нет,0.0
физ. лицо,получение средств,4678.45,наличный,Минск,Беларусбанк-UCHI-791,04-11-2007,05:22:26,успешно,нет,0.0
юр. лицо,списание средств,4907.55,наличный,Гомель,Белинвестбанк-AYMV-593,26-02-2022,07:14:53,успешно,да,74.16
физ. лицо,списание средств,1006.85,безналичный,Витебск,Беларусбанк-OLWE-191,14-01-2012,12:27:05,успешно,да,51.41
юр. лицо,получение средств,4340.18,наличный,Гродно,Приорбанк-ODJI-404,05-03-2019,13:37:42,успешно,нет,0.0
физ. лицо,списание средств,1589.82,безналичный,Могилев,Приорбанк-LXMF-175,12-06-2023,05:36:57,недостаточно средств,нет,0.0
физ. лицо,получение средств,1930.72,безналичный,Гродно,Приорбанк-WMYI-139,13-08-2006,07:17:14,успешно,нет,0.0
юр. лицо,списание средств,4133.44,наличный,Гродно,Приорбанк-NBRY-433,27-05-2018,03:32:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,992.7,наличный,Брест,Беларусбанк-CEGX-154,05-10-2010,18:49:56,успешно,нет,0.0
юр. лицо,получение средств,2996.56,наличный,Витебск,БелАгропромбанк-EVJF-933,08-10-2011,00:08:55,успешно,нет,0.0
юр. лицо,получение средств,4708.09,наличный,Могилев,БелАгропромбанк-OBZP-876,27-04-2006,22:48:53,успешно,нет,0.0
юр. лицо,списание средств,3191.55,наличный,Витебск,Приорбанк-FJWZ-513,01-03-2006,17:36:24,недостаточно средств,да,211.65
юр. лицо,получение средств,1089.13,наличный,Минск,БелАгропромбанк-NJHA-733,12-12-2015,02:26:36,успешно,нет,0.0
юр. лицо,списание средств,2225.86,наличный,Витебск,Беларусбанк-TPPZ-466,08-10-2016,23:22:57,недостаточно средств,да,54.28
физ. лицо,получение средств,2536.48,наличный,Гомель,МаксБанк-WRAI-090,28-10-2011,18:43:42,успешно,нет,0.0
физ. лицо,списание средств,3454.88,наличный,Гродно,МаксБанк-PSDO-183,27-12-2018,06:47:41,успешно,нет,0.0
юр. лицо,списание средств,1699.83,безналичный,Могилев,Беларусбанк-KXCG-828,23-07-2023,11:08:20,успешно,да,104.11
физ. лицо,получение средств,1364.62,безналичный,Гродно,БелАгропромбанк-XEUN-794,12-12-2008,04:23:32,успешно,нет,0.0
физ. лицо,получение средств,2856.52,наличный,Могилев,МаксБанк-IGLW-387,26-07-2008,00:06:47,успешно,нет,0.0
юр. лицо,получение средств,3105.22,наличный,Гродно,Беларусбанк-CXVM-809,07-04-2020,00:36:39,успешно,нет,0.0
физ. лицо,списание средств,3462.9,наличный,Гомель,МаксБанк-YITB-503,09-01-2008,00:25:47,успешно,да,159.98
юр. лицо,получение средств,2283.85,наличный,Гродно,Белинвестбанк-QZPO-453,01-10-2013,15:29:34,успешно,нет,0.0
юр. лицо,получение средств,4835.27,безналичный,Минск,Приорбанк-XJBW-696,17-01-2017,10:26:54,успешно,нет,0.0
физ. лицо,получение средств,3856.31,безналичный,Витебск,Беларусбанк-AMOJ-105,23-09-2007,13:45:32,успешно,нет,0.0
юр. лицо,списание средств,3996.06,наличный,Гродно,Приорбанк-XMRX-134,24-10-2003,16:53:09,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1082.56,наличный,Витебск,Приорбанк-RJTB-250,15-11-2007,12:21:53,успешно,нет,0.0
юр. лицо,списание средств,2875.71,наличный,Брест,Приорбанк-TCNW-085,18-05-2002,12:58:47,успешно,да,74.07
юр. лицо,получение средств,3153.22,безналичный,Гомель,МаксБанк-NALY-251,24-06-2003,14:42:35,успешно,нет,0.0
физ. лицо,списание средств,4753.22,наличный,Минск,Беларусбанк-CRKR-045,08-04-2007,02:00:40,недостаточно средств,да,406.82
физ. лицо,получение средств,3634.88,наличный,Витебск,МаксБанк-GWUS-150,14-06-2000,19:00:58,успешно,нет,0.0
юр. лицо,получение средств,2006.15,наличный,Гродно,Белинвестбанк-OQHW-293,24-11-2002,16:07:20,успешно,нет,0.0
физ. лицо,получение средств,1388.31,наличный,Минск,Беларусбанк-EXGR-691,09-02-2014,18:56:17,успешно,нет,0.0
физ. лицо,получение средств,3291.33,безналичный,Гродно,Белинвестбанк-NNXK-762,29-02-2004,23:19:49,успешно,нет,0.0
физ. лицо,получение средств,4043.71,безналичный,Гродно,МаксБанк-CYPW-247,01-10-2013,21:16:54,успешно,нет,0.0
юр. лицо,получение средств,2617.64,наличный,Минск,Приорбанк-EUVJ-727,23-09-2014,00:10:03,успешно,нет,0.0
физ. лицо,получение средств,4945.98,наличный,Минск,МаксБанк-JMOU-789,21-12-2020,10:37:56,успешно,нет,0.0
физ. лицо,получение средств,3425.0,наличный,Минск,Беларусбанк-KMJD-860,27-07-2002,23:17:56,успешно,нет,0.0
юр. лицо,получение средств,3159.21,наличный,Брест,Белинвестбанк-CSKS-624,20-10-2018,01:28:06,успешно,нет,0.0
физ. лицо,списание средств,3736.85,безналичный,Гродно,Приорбанк-YBSQ-073,01-12-2013,17:08:12,недостаточно средств,нет,0.0
физ. лицо,списание средств,1388.04,безналичный,Минск,БелАгропромбанк-JJLK-473,20-08-2009,00:16:39,недостаточно средств,нет,0.0
юр. лицо,получение средств,4203.57,безналичный,Минск,БелАгропромбанк-XQID-684,05-04-2017,01:26:51,успешно,нет,0.0
юр. лицо,списание средств,718.04,безналичный,Минск,БелАгропромбанк-MZVG-443,24-11-2004,00:43:21,недостаточно средств,да,15.53
юр. лицо,получение средств,414.41,наличный,Могилев,МаксБанк-EFIJ-738,12-11-2008,20:46:01,успешно,нет,0.0
физ. лицо,получение средств,1698.93,наличный,Брест,МаксБанк-FPIE-602,07-02-2024,03:16:29,успешно,нет,0.0
физ. лицо,получение средств,4677.84,безналичный,Могилев,Белинвестбанк-RTPR-064,29-12-2024,06:21:19,успешно,нет,0.0
юр. лицо,получение средств,1974.2,наличный,Могилев,МаксБанк-FTZO-661,29-12-2009,18:47:57,успешно,нет,0.0
юр. лицо,списание средств,379.43,наличный,Брест,МаксБанк-JMBS-882,20-07-2012,11:36:29,успешно,нет,0.0
юр. лицо,списание средств,3479.68,наличный,Гомель,МаксБанк-IAPS-268,02-08-2013,04:53:01,успешно,нет,0.0
юр. лицо,получение средств,1079.37,безналичный,Витебск,Белинвестбанк-EIPW-808,03-08-2020,15:51:37,успешно,нет,0.0
физ. лицо,списание средств,4042.76,безналичный,Минск,Белинвестбанк-GSYN-244,25-08-2008,17:48:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1558.51,безналичный,Гродно,Белинвестбанк-GJQA-113,19-03-2005,02:22:53,успешно,нет,0.0
юр. лицо,получение средств,4714.82,наличный,Минск,МаксБанк-LMMV-538,24-04-2016,14:29:40,успешно,нет,0.0
физ. лицо,получение средств,3238.09,безналичный,Минск,Беларусбанк-URDW-781,08-11-2007,16:43:39,успешно,нет,0.0
юр. лицо,получение средств,4439.03,наличный,Минск,Белинвестбанк-ROUY-911,17-05-2018,14:30:33,успешно,нет,0.0
физ. лицо,получение средств,1268.27,безналичный,Могилев,Приорбанк-SXWK-040,30-04-2015,23:06:57,успешно,нет,0.0
юр. лицо,получение средств,3379.93,безналичный,Могилев,БелАгропромбанк-EYWN-139,25-05-2007,00:00:38,успешно,нет,0.0
физ. лицо,получение средств,3382.68,безналичный,Гомель,Приорбанк-BREJ-869,02-10-2006,13:38:23,успешно,нет,0.0
физ. лицо,списание средств,2618.8,безналичный,Брест,Приорбанк-RFQY-691,06-05-2014,11:11:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2249.44,наличный,Минск,Беларусбанк-LFSA-750,01-12-2001,23:11:28,успешно,нет,0.0
юр. лицо,получение средств,2094.99,наличный,Могилев,Беларусбанк-FUGD-082,26-11-2001,16:17:24,успешно,нет,0.0
юр. лицо,получение средств,2594.73,безналичный,Могилев,Приорбанк-HDXG-494,23-08-2024,09:25:05,успешно,нет,0.0
юр. лицо,списание средств,2333.11,наличный,Гродно,Беларусбанк-HZYJ-418,29-06-2012,16:22:55,недостаточно средств,нет,0.0
юр. лицо,получение средств,3531.53,безналичный,Брест,МаксБанк-LMDH-672,04-06-2014,16:01:08,успешно,нет,0.0
юр. лицо,списание средств,566.25,наличный,Брест,БелАгропромбанк-UTMQ-155,20-02-2020,00:09:08,недостаточно средств,да,48.3
юр. лицо,списание средств,1504.53,наличный,Брест,Беларусбанк-DVHA-679,16-01-2011,17:39:47,неправильный ввод пин-кода,да,77.98
юр. лицо,списание средств,3528.75,безналичный,Гомель,МаксБанк-OHAY-828,21-05-2001,13:46:19,неправильный ввод пин-кода,да,261.1
юр. лицо,списание средств,2816.44,наличный,Гомель,Белинвестбанк-WNSO-570,19-11-2022,11:29:36,неправильный ввод пин-кода,да,29.42
юр. лицо,получение средств,3344.51,безналичный,Гомель,Приорбанк-YWWP-358,22-06-2016,22:33:08,успешно,нет,0.0
физ. лицо,получение средств,2552.26,безналичный,Брест,Беларусбанк-BBSX-385,18-03-2020,23:11:09,успешно,нет,0.0
юр. лицо,списание средств,4174.56,безналичный,Брест,Белинвестбанк-EZEF-770,27-03-2012,02:54:51,успешно,нет,0.0
физ. лицо,списание средств,2409.88,наличный,Брест,БелАгропромбанк-HIXB-764,18-09-2020,03:18:47,недостаточно средств,да,167.38
юр. лицо,получение средств,3010.19,наличный,Брест,Приорбанк-WTSA-934,30-08-2001,03:29:29,успешно,нет,0.0
юр. лицо,получение средств,1422.91,безналичный,Брест,Беларусбанк-KXRX-040,03-06-2022,06:20:50,успешно,нет,0.0
физ. лицо,получение средств,3469.52,наличный,Могилев,МаксБанк-CQFQ-532,25-03-2008,03:06:22,успешно,нет,0.0
юр. лицо,получение средств,403.77,наличный,Гомель,МаксБанк-NADO-958,15-07-2014,23:16:45,успешно,нет,0.0
юр. лицо,списание средств,3661.37,наличный,Минск,Белинвестбанк-WJOJ-327,26-01-2014,08:24:16,недостаточно средств,нет,0.0
юр. лицо,списание средств,2116.64,наличный,Могилев,БелАгропромбанк-TPNP-735,09-02-2012,06:20:10,недостаточно средств,нет,0.0
физ. лицо,получение средств,1994.71,наличный,Брест,Приорбанк-TCEN-596,10-03-2002,03:14:06,успешно,нет,0.0
физ. лицо,получение средств,3414.51,наличный,Минск,Приорбанк-KTJM-575,20-02-2002,16:19:48,успешно,нет,0.0
юр. лицо,получение средств,366.28,безналичный,Минск,МаксБанк-CLHQ-197,21-11-2013,09:57:28,успешно,нет,0.0
физ. лицо,получение средств,733.71,наличный,Могилев,Белинвестбанк-GWEI-893,20-12-2012,05:45:14,успешно,нет,0.0
физ. лицо,списание средств,4153.88,наличный,Витебск,Белинвестбанк-HTME-758,31-03-2002,01:27:47,успешно,нет,0.0
юр. лицо,получение средств,4636.06,наличный,Витебск,Приорбанк-DSIB-591,18-09-2011,08:21:31,успешно,нет,0.0
физ. лицо,получение средств,1738.16,наличный,Гродно,Беларусбанк-QDIA-206,15-10-2011,15:09:45,успешно,нет,0.0
юр. лицо,списание средств,4848.57,наличный,Минск,Беларусбанк-NSQC-344,19-10-2018,05:31:48,неправильный ввод пин-кода,да,75.53
физ. лицо,списание средств,985.26,безналичный,Гродно,Беларусбанк-APEM-706,27-07-2010,06:05:18,успешно,нет,0.0
физ. лицо,получение средств,3595.42,безналичный,Минск,Белинвестбанк-OAVL-045,11-08-2005,23:22:17,успешно,нет,0.0
физ. лицо,списание средств,910.66,безналичный,Витебск,Белинвестбанк-ALYX-287,21-10-2011,18:27:02,успешно,да,24.71
юр. лицо,списание средств,32.23,безналичный,Гомель,Приорбанк-KFPY-755,20-10-2004,08:14:07,успешно,да,2.85
физ. лицо,списание средств,120.4,наличный,Брест,Приорбанк-AHRG-811,06-07-2017,19:52:14,успешно,нет,0.0
юр. лицо,получение средств,4507.42,наличный,Брест,Приорбанк-CNTG-466,08-02-2017,12:57:35,успешно,нет,0.0
юр. лицо,получение средств,355.58,наличный,Витебск,МаксБанк-TXZP-316,22-12-2016,18:06:10,успешно,нет,0.0
физ. лицо,списание средств,305.6,безналичный,Минск,Приорбанк-WLUD-600,16-08-2004,07:07:45,недостаточно средств,да,20.71
физ. лицо,получение средств,2717.47,безналичный,Гродно,МаксБанк-VDED-572,22-08-2024,06:28:36,успешно,нет,0.0
физ. лицо,получение средств,1925.1,наличный,Брест,БелАгропромбанк-QLDD-709,21-09-2020,03:10:11,успешно,нет,0.0
физ. лицо,списание средств,4951.65,наличный,Могилев,БелАгропромбанк-PMYP-472,02-04-2012,21:56:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,260.48,безналичный,Витебск,Беларусбанк-GBLR-985,08-06-2005,01:43:41,успешно,нет,0.0
физ. лицо,списание средств,538.34,безналичный,Брест,МаксБанк-HGHE-039,15-11-2008,01:11:01,успешно,да,35.17
юр. лицо,списание средств,85.43,наличный,Гродно,БелАгропромбанк-CAPW-527,12-02-2000,14:21:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2025.88,наличный,Брест,БелАгропромбанк-XFDW-316,28-07-2011,01:58:55,успешно,нет,0.0
физ. лицо,списание средств,95.93,наличный,Брест,Беларусбанк-VDSJ-693,01-03-2001,17:37:38,успешно,да,8.86
физ. лицо,получение средств,1744.42,безналичный,Гомель,Беларусбанк-PCHY-809,14-06-2015,08:30:12,успешно,нет,0.0
физ. лицо,получение средств,2773.95,безналичный,Гомель,Белинвестбанк-FPAP-244,28-10-2012,20:14:19,успешно,нет,0.0
физ. лицо,получение средств,610.93,безналичный,Минск,БелАгропромбанк-XUBE-386,06-08-2024,10:11:58,успешно,нет,0.0
юр. лицо,получение средств,2437.34,наличный,Брест,Белинвестбанк-FMQM-881,18-12-2011,09:25:36,успешно,нет,0.0
юр. лицо,получение средств,1176.14,наличный,Гомель,Белинвестбанк-VMYU-936,29-05-2023,17:08:57,успешно,нет,0.0
юр. лицо,списание средств,3594.1,безналичный,Брест,Белинвестбанк-VUEH-385,09-10-2019,20:14:55,успешно,да,60.76
физ. лицо,списание средств,135.97,наличный,Минск,Беларусбанк-MKYM-420,30-11-2013,20:33:53,неправильный ввод пин-кода,да,4.29
юр. лицо,получение средств,4556.54,безналичный,Брест,Беларусбанк-SWPI-888,18-02-2020,19:27:32,успешно,нет,0.0
физ. лицо,списание средств,1144.22,наличный,Брест,Приорбанк-KKMM-116,14-01-2002,07:06:49,недостаточно средств,да,44.51
юр. лицо,списание средств,97.32,безналичный,Могилев,Белинвестбанк-EGXO-778,17-05-2004,21:00:29,успешно,да,7.97
физ. лицо,получение средств,34.62,наличный,Витебск,Беларусбанк-ZIEK-438,27-10-2018,09:06:12,успешно,нет,0.0
юр. лицо,списание средств,387.56,наличный,Могилев,Белинвестбанк-BMMH-420,09-12-2004,10:54:13,успешно,да,27.25
физ. лицо,списание средств,1529.01,безналичный,Могилев,МаксБанк-LMHC-232,21-08-2011,08:36:25,успешно,да,21.42
физ. лицо,списание средств,3330.84,безналичный,Брест,МаксБанк-MSMB-599,21-02-2003,02:45:48,недостаточно средств,да,142.88
физ. лицо,списание средств,2341.21,безналичный,Могилев,Приорбанк-SQLD-273,27-09-2005,20:15:40,успешно,да,172.47
юр. лицо,получение средств,1578.86,наличный,Гомель,Беларусбанк-BYHB-751,16-04-2011,00:37:49,успешно,нет,0.0
юр. лицо,списание средств,1714.03,безналичный,Гомель,Беларусбанк-SNXR-860,29-06-2007,12:58:34,недостаточно средств,да,72.08
физ. лицо,списание средств,3659.47,наличный,Гомель,МаксБанк-SKLB-749,23-04-2009,04:07:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,740.51,безналичный,Могилев,БелАгропромбанк-MQUM-013,28-06-2002,15:23:19,успешно,нет,0.0
физ. лицо,получение средств,1158.42,наличный,Брест,Приорбанк-OFEG-114,08-07-2019,17:39:57,успешно,нет,0.0
физ. лицо,списание средств,3338.72,безналичный,Могилев,Белинвестбанк-QHRD-982,06-04-2014,10:47:53,успешно,да,226.29
физ. лицо,получение средств,1302.76,безналичный,Могилев,Беларусбанк-KPTN-280,11-10-2013,14:19:35,успешно,нет,0.0
юр. лицо,получение средств,2526.57,наличный,Гродно,БелАгропромбанк-XOZW-348,08-09-2010,23:05:42,успешно,нет,0.0
юр. лицо,получение средств,1194.57,наличный,Гомель,Белинвестбанк-OBDT-540,22-07-2005,19:42:17,успешно,нет,0.0
юр. лицо,списание средств,3563.84,безналичный,Могилев,Беларусбанк-XQYJ-940,10-11-2018,03:37:52,неправильный ввод пин-кода,да,199.59
юр. лицо,получение средств,4941.31,безналичный,Витебск,Приорбанк-AUAT-843,04-03-2007,23:36:57,успешно,нет,0.0
физ. лицо,списание средств,1801.33,безналичный,Минск,Приорбанк-ZVNK-818,16-12-2017,22:13:48,успешно,да,167.43
юр. лицо,списание средств,471.93,наличный,Гомель,Беларусбанк-EBVV-252,20-11-2018,05:26:17,недостаточно средств,да,34.59
юр. лицо,получение средств,3689.73,наличный,Могилев,БелАгропромбанк-FGIA-188,14-12-2022,03:26:55,успешно,нет,0.0
юр. лицо,списание средств,2889.5,безналичный,Гродно,БелАгропромбанк-JNDQ-248,04-09-2012,08:28:34,успешно,да,90.84
физ. лицо,списание средств,1794.78,безналичный,Брест,БелАгропромбанк-UTAG-065,13-02-2007,12:16:38,успешно,нет,0.0
юр. лицо,списание средств,995.74,безналичный,Брест,Беларусбанк-MHMI-779,21-02-2021,22:27:31,успешно,да,29.23
физ. лицо,получение средств,394.95,безналичный,Могилев,Беларусбанк-ULAG-690,22-10-2012,06:29:16,успешно,нет,0.0
физ. лицо,получение средств,2619.71,безналичный,Гомель,Приорбанк-PWXF-871,04-08-2004,05:40:47,успешно,нет,0.0
юр. лицо,получение средств,3718.39,наличный,Гродно,Приорбанк-RCXI-880,26-07-2013,03:34:37,успешно,нет,0.0
физ. лицо,списание средств,4215.39,наличный,Гомель,Беларусбанк-VLRC-506,02-09-2020,13:00:19,неправильный ввод пин-кода,да,187.61
юр. лицо,списание средств,3189.15,безналичный,Витебск,Белинвестбанк-LELI-634,25-03-2021,22:03:08,недостаточно средств,да,262.34
физ. лицо,списание средств,2385.52,наличный,Минск,Приорбанк-KTHF-470,04-05-2022,00:43:51,недостаточно средств,нет,0.0
физ. лицо,списание средств,3768.56,наличный,Гродно,МаксБанк-WJGT-200,20-10-2020,09:58:57,неправильный ввод пин-кода,да,307.45
физ. лицо,списание средств,589.21,безналичный,Гомель,БелАгропромбанк-CFMG-959,06-03-2017,20:59:36,неправильный ввод пин-кода,да,39.79
физ. лицо,списание средств,447.18,безналичный,Гродно,Беларусбанк-FDRB-899,10-05-2020,03:12:42,успешно,нет,0.0
физ. лицо,получение средств,4363.13,безналичный,Витебск,Беларусбанк-IYLG-696,30-03-2005,19:07:39,успешно,нет,0.0
физ. лицо,списание средств,2217.68,наличный,Брест,МаксБанк-LPFD-441,05-06-2013,00:41:11,неправильный ввод пин-кода,да,97.48
физ. лицо,списание средств,2647.52,безналичный,Гродно,Приорбанк-DOLV-487,03-09-2016,09:22:15,успешно,нет,0.0
юр. лицо,списание средств,3515.46,безналичный,Минск,Приорбанк-JUTZ-576,21-10-2003,22:48:04,недостаточно средств,да,97.83
физ. лицо,списание средств,757.48,безналичный,Витебск,МаксБанк-ODTE-216,03-10-2016,05:03:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,2753.72,наличный,Витебск,МаксБанк-LZDZ-748,14-08-2004,16:14:41,неправильный ввод пин-кода,да,41.47
физ. лицо,списание средств,306.58,безналичный,Гродно,Приорбанк-NXIJ-211,17-08-2019,03:11:15,неправильный ввод пин-кода,да,9.53
юр. лицо,списание средств,2862.54,наличный,Витебск,Приорбанк-TLFI-283,29-11-2020,16:39:48,недостаточно средств,нет,0.0
физ. лицо,списание средств,3096.73,безналичный,Минск,МаксБанк-HHVJ-234,22-09-2022,03:06:25,недостаточно средств,да,212.22
юр. лицо,списание средств,1738.18,наличный,Брест,Приорбанк-NCST-390,27-03-2004,19:22:27,успешно,да,87.46
юр. лицо,получение средств,4191.02,безналичный,Могилев,БелАгропромбанк-SRHN-558,23-11-2019,22:42:27,успешно,нет,0.0
физ. лицо,списание средств,242.09,безналичный,Могилев,Беларусбанк-UUMS-733,04-03-2016,05:26:39,недостаточно средств,да,5.68
юр. лицо,списание средств,1639.52,безналичный,Минск,Приорбанк-IYXL-218,29-02-2024,19:11:52,неправильный ввод пин-кода,да,68.63
физ. лицо,получение средств,4797.73,наличный,Брест,Приорбанк-NVOV-421,26-11-2004,05:58:20,успешно,нет,0.0
физ. лицо,списание средств,4103.15,безналичный,Гомель,Беларусбанк-RQQH-212,22-04-2012,04:40:33,неправильный ввод пин-кода,да,382.75
физ. лицо,получение средств,3025.01,безналичный,Минск,БелАгропромбанк-OHZE-424,14-08-2019,03:11:44,успешно,нет,0.0
юр. лицо,списание средств,4831.75,безналичный,Гродно,МаксБанк-EYJD-147,14-07-2012,16:57:57,успешно,нет,0.0
юр. лицо,получение средств,2254.6,наличный,Минск,Белинвестбанк-MXYF-783,06-04-2012,23:12:56,успешно,нет,0.0
юр. лицо,получение средств,1040.71,наличный,Брест,БелАгропромбанк-UOEV-720,22-09-2007,07:43:05,успешно,нет,0.0
физ. лицо,получение средств,2466.35,наличный,Витебск,БелАгропромбанк-APUA-053,01-02-2011,12:57:49,успешно,нет,0.0
юр. лицо,получение средств,2238.74,наличный,Гомель,Беларусбанк-QMZM-554,01-02-2022,01:44:48,успешно,нет,0.0
физ. лицо,списание средств,4169.94,безналичный,Гродно,Приорбанк-RTLY-441,30-10-2006,12:14:44,неправильный ввод пин-кода,да,135.61
физ. лицо,получение средств,473.13,наличный,Минск,Белинвестбанк-YRJT-150,10-04-2017,16:29:30,успешно,нет,0.0
физ. лицо,списание средств,568.35,наличный,Брест,МаксБанк-NJQS-433,07-11-2014,20:11:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,3705.0,наличный,Гродно,Беларусбанк-SXKV-012,29-07-2007,17:01:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,1542.81,наличный,Гродно,БелАгропромбанк-XTYK-360,15-04-2019,16:26:33,неправильный ввод пин-кода,нет,0.0
